"","X","mp_id","name","level","riding_name","riding_id","province","party","region.x","region.y","total_pop","male","female","age0m14","age15m29","age30m44","age45m59","age60m74","age75p","age18p","english","french","otherLang","income40m","income40m99","income100p","educHSB","educColl","educUniv","vote2018_CAQ","vote2018_PQ","vote2018_PLQ","vote2018_QS","vote2018_PCQ","char","value"
"816",816,82,"Sukh Dhaliwal","fed","Surrey Newton",NA,"Colombie-Britannique","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Improving Services for Vulnerable Canadians"
"817",817,82,"Sukh Dhaliwal","fed","Surrey Newton",NA,"Colombie-Britannique","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Lowering Energy Costs"
"818",818,82,"Sukh Dhaliwal","fed","Surrey Newton",NA,"Colombie-Britannique","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Building Stronger Communities"
"819",819,82,"Sukh Dhaliwal","fed","Surrey Newton",NA,"Colombie-Britannique","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Making Taxes Fair"
"820",820,82,"Sukh Dhaliwal","fed","Surrey Newton",NA,"Colombie-Britannique","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Close Collaboration with First Nations"
"821",821,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Accessible"
"822",822,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Inclusive"
"823",823,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Collaborative"
"824",824,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Supportive"
"825",825,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Compassionate"
"826",826,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Responsive"
"827",827,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Innovative"
"828",828,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Proactive"
"829",829,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Trustworthy"
"830",830,83,"Anju Dhillon","fed","Dorval Lachine LaSalle",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Respectful"
"831",831,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Supporting the Military"
"832",832,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Championing Small Business"
"833",833,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Strict Criminal Justice"
"834",834,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Fighting Waste & Mismanagement"
"835",835,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Lower Taxes"
"836",836,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Improved Services For Seniors"
"837",837,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Boosting Job Creation"
"838",838,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","End Public Funding for Political Parties"
"839",839,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Supporting Local Businesses"
"840",840,84,"Kerry Diotte","fed","Edmonton Griesbach",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Opposing Foreign Takeover of Canadian Assets."
"841",841,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-Resource Development"
"842",842,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Fiscally Conservative"
"843",843,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Pro Agriculture"
"844",844,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Pro-Environment"
"845",845,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Pro Trade"
"846",846,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Pro- Infrastructure"
"847",847,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Pro Business"
"848",848,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Pro Investment"
"849",849,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Pro Crime Prevention"
"850",850,85,"Todd Doherty","fed","Cariboo Prince George",NA,"Colombie-Britannique","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Pro First Nations Issues"
"851",851,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Inclusive Growth"
"852",852,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Public Education Advocacy"
"853",853,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Support for Children's Mental Health"
"854",854,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Open Access to Affordable Housing"
"855",855,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Job Creation and Job Security"
"856",856,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Business and Environment Cortection"
"857",857,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Environmental Sustainability"
"858",858,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Investment in Cyberinfrastructure"
"859",859,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Improvements to Food Security"
"860",860,86,"Han Dong","fed","Don Valley-Nord",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Public Transportation Priority"
"861",861,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Conservation-minded"
"862",862,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Pro-Job Creation"
"863",863,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Dedicated to Free Trade and Open Markets"
"864",864,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Focused on Supporting Local Businesses"
"865",865,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Pro-Government Accountability and Fiscal Responsibility"
"866",866,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Promotes Military and Veterans Support"
"867",867,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Supports Guardianship of our Natural Environment"
"868",868,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Champion of Education and Skills Development"
"869",869,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Committed to Improved Access to Healthcare"
"870",870,87,"Terry Dowdall","fed","Simcoe Grey",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Advocate of Social Programs for All Canadians."
"871",871,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Family Oriented"
"872",872,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Fiscally Conservative"
"873",873,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Pro Business"
"874",874,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Environmentally Responsible"
"875",875,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Supports Agriculture"
"876",876,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Advocate for Mental Health"
"877",877,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Red Tape Reduction Initiative"
"878",878,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Foremost Advocate for Healthcare"
"879",879,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Supports All-Season Trails"
"880",880,88,"Earl Dreeshen","fed","Red Deer Mountain View",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Promotes Safe Communities."
"881",881,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Inclusive"
"882",882,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Progressive"
"883",883,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Eco-Friendly"
"884",884,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Fiscally Responsible"
"885",885,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Servant-Leadership"
"886",886,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Democratic"
"887",887,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Innovative"
"888",888,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Socially-Conscious"
"889",889,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Compassionate"
"890",890,89,"Francis Drouin","fed","Glengarry Prescott Russell",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Egalitarian"
"891",891,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Advocating for environmental protection"
"892",892,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Implementing infrastructure strategies"
"893",893,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Supporting small businesses"
"894",894,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Encouraging cooperation between communities"
"895",895,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Advocating for diversity"
"896",896,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Supporting Indigenous self-governance"
"897",897,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Promoting economic development"
"898",898,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Supporting public healthcare system"
"899",899,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Strengthening education"
"900",900,90,"Emmanuel Dubourg","fed","Bourassa",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Pursuing fair immigration policies"
"901",901,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Fiscal Discipline"
"902",902,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Social Inclusion"
"903",903,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Tax Equity"
"904",904,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Economic Development"
"905",905,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Retirement Security"
"906",906,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Gender Equality"
"907",907,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Housing Affordability"
"908",908,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Quality Education"
"909",909,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Accessible Healthcare"
"910",910,91,"Jean-Yves Duclos","fed","Québec",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Environmental Sustainability"
"911",911,92,"Terry Duguid","fed","Winnipeg-Sud",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Constructive"
"912",912,92,"Terry Duguid","fed","Winnipeg-Sud",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Collaborative"
"913",913,92,"Terry Duguid","fed","Winnipeg-Sud",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Responsive"
"914",914,92,"Terry Duguid","fed","Winnipeg-Sud",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Inclusive"
"915",915,92,"Terry Duguid","fed","Winnipeg-Sud",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Innovative"
"916",916,92,"Terry Duguid","fed","Winnipeg-Sud",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Progressive"
